"","DPR_std","OCR_std","GSR_std","Player","Squad","Comp","Pos","Cluster","Min_Playing_Time","Overall_Rating"
"197",0.153952401689944,0.200077452847366,0.374761603788593,"Matteo Cancellieri","Parma","Serie A","FW,MF",1,1424,0.269656208832503
"198",0.528812952780651,0.132889586904148,0.0732301645424872,"Gianluca Mancini","Roma","Serie A","DF",2,3143,0.26946415980538
"199",0.338068867287248,0.287626122564083,0.1686948622348,"Bryan Cristante","Roma","Serie A","MF",2,2045,0.267986034628129
"200",0.171580027345728,0.102768797271605,0.410394454098956,"Fabiano Parisi","Fiorentina","Serie A","DF,MF",1,1124,0.266956591917179
"201",0.266328546129815,0.186571562867501,0.309766440165054,"Emil Holm","Bologna","Serie A","DF",1,1137,0.266816702727337
"202",0.384622756583227,0.163881320440957,0.20735398925297,"Yann Aurel Bisseck","Inter","Serie A","DF",2,1643,0.265556801709887
"203",0.196773718981016,0.207348336408398,0.336120045809555,"Alessandro Zanoli","Genoa","Serie A","FW,DF",1,1711,0.265143985716107
"204",0.185318501059758,0.450843672765503,0.212735600542863,"Tomáš Suslov","Hellas Verona","Serie A","MF,FW",1,2080,0.264826287355554
"205",0.311739430073983,0.321874921207122,0.159567940740853,"Michel Ndary Adopo","Cagliari","Serie A","MF",2,2409,0.263869813340168
"206",0.467066068197831,0.114183347012216,0.141486524144474,"Koni De Winter","Genoa","Serie A","DF",2,2135,0.262686265218601
"207",0.338376617259821,0.310187588115455,0.128256959094686,"Stefano Sabelli","Genoa","Serie A","DF",2,2058,0.260795022556441
"208",0.399448351129607,0.199816533057501,0.144603893349736,"Lassana Coulibaly","Lecce","Serie A","MF",2,2667,0.260318580247868
"209",0.158062432281852,0.236925775627628,0.323974488028373,"Lorenzo Pellegrini","Roma","Serie A","MF",1,1626,0.256084269061065
"210",0.159173689289544,0.421970745128435,0.224247455588727,"Hernani","Parma","Serie A","MF",1,1327,0.255757149286873
"211",0.588896714974937,0,0.0684362886805935,"Alessio Romagnoli","Lazio","Serie A","DF",2,2672,0.25543398229218
"212",0.202750670216193,0.581114843125485,0.113000874687834,"Reda Belahyane","Hellas Verona","Serie A","MF",1,1658,0.255292995867773
"213",0.586946141854479,0.0276678224764836,0.0469797314999423,"Isak Hien","Atalanta","Serie A","DF",2,2327,0.255055956975165
"214",0.448091212823573,0.153448004252648,0.104586189905486,"Francesco Acerbi","Inter","Serie A","DF",2,1710,0.253600668520633
"215",0.447020049265625,0.119963223582994,0.132259494925662,"Pierre Kalulu","Juventus","Serie A","DF",2,2337,0.253269789960425
"216",0.281453427087052,0.383773426241545,0.112781620632693,"Ylber Ramadani","Lecce","Serie A","MF",2,1807,0.2531872923762
"217",0.224515162424077,0.276642603995762,0.256236927240895,"Ignace Van Der Brempt","Como","Serie A","DF",1,1257,0.252546183264088
"218",0.50623192782797,0.0910557942915945,0.0820854347874716,"Federico Gatti","Juventus","Serie A","DF",2,2195,0.252101484142868
"219",0.510456836897471,0.0449665171334834,0.114755969609156,"Pietro Comuzzo","Fiorentina","Serie A","DF",2,2200,0.252094592777619
"220",0.267317367621855,0.308762390040622,0.186478568991146,"Rolando Mandragora","Fiorentina","Serie A","MF",2,1931,0.251703328824389
"221",0.0457667497980288,0.0997274728998574,0.45309387672585,"Álvaro Morata","Milan","Serie A","FW,MF",1,1099,0.251401233806392
"222",0.219255742614062,0.409873412022572,0.158680723789055,"Youssef Maleh","Empoli","Serie A","MF",2,1510,0.250989433769046
"223",0.226896251767891,0.432755582034775,0.129855574589653,"Liam Henderson","Empoli","Serie A","MF",2,2337,0.250646436828028
"224",0.13111183374108,0.286015632181695,0.301277532495991,"Andrea Pinamonti","Genoa","Serie A","FW",1,2850,0.250206021574827
"225",0.456031793875069,0.243383606314341,0.0108426215365601,"Kialonda","Lecce","Serie A","DF",2,2144,0.25002979912133
"226",0.377987657900274,0.246748014826899,0.0999104339116539,"Samuele Ricci","Torino","Serie A","MF",2,2825,0.249744997033696
"227",0.191936588187385,0.252836631269893,0.28124547481834,"Charalampos Lykogiannis","Bologna","Serie A","DF",1,1048,0.249326593758402
"228",0.142743744023516,0.329778977494373,0.267280253079141,"Morten Thorsby","Genoa","Serie A","MF,FW",1,1898,0.248374772464162
"229",0.143659764631896,0.186912688499855,0.338592309684025,"Kike Pérez","Venezia","Serie A","MF",1,1114,0.246439416706529
"230",0.152899711094515,0.22165842222268,0.314632679640104,"Amir Richardson","Fiorentina","Serie A","MF",1,1099,0.246416981738748
"231",0.144706019545414,0.405402321242837,0.217455166021021,"Suat Serdar","Hellas Verona","Serie A","MF",1,1376,0.244382619364049
"232",0.143659764631896,0.177148032941564,0.338592309684025,"Kike Pérez","Venezia","Serie A","MF",1,1114,0.243991045553877
"233",0.124933347410791,0.248549906415121,0.309558145559239,"Lorenzo Lucca","Udinese","Serie A","FW",1,2353,0.243001863187506
"234",0.0908503809468687,0.191391605873963,0.359722732008525,"Daniel Maldini","Monza","Serie A","MF,FW",1,1306,0.242866039193095
"235",0.440270239964071,0.155763349712214,0.0772981875504972,"Matteo Gabbia","Milan","Serie A","DF",2,2152,0.24206204827662
"236",0.468139745072184,0.104129492972687,0.0837478486380683,"Edoardo Goldaniga","Como","Serie A","DF",2,2532,0.241163651815399
"237",0.135281431720273,0.204576734182078,0.321237649879642,"Vitinha","Genoa","Serie A","FW,MF",1,1328,0.240357466105802
"238",0.144948208294137,0.103750997624216,0.368659448243431,"Marcus Pedersen","Torino","Serie A","DF",1,1362,0.240125662864807
"239",0.102447653783574,0.345828904001083,0.264858746058043,"Cesare Casadei","Torino","Serie A","MF",1,1017,0.240069265711318
"240",0.120334012465912,0.186912688499855,0.338592309684025,"Kike Pérez","Venezia","Serie A","MF",1,1191,0.239963259470349
"241",0.268355132421003,0.454431017366061,0.0302959372259391,"Antoine Makoumbou","Cagliari","Serie A","MF",2,2150,0.239802235230821
"242",0.268543687076537,0.127071719405203,0.295812766810487,"Emerson","Milan","Serie A","DF",2,1377,0.239106665039077
"243",0.234771622599091,0.156696646222768,0.2846239800068,"Gaby Jean","Lecce","Serie A","DF",1,1388,0.238706725088397
"244",0.45030022245393,0.0574477069296194,0.134259264112031,"Alessandro Buongiorno","Napoli","Serie A","DF",2,1924,0.238213923301169
"245",0.122672841911794,0.295024452931361,0.274827271984664,"Yunus Musah","Milan","Serie A","MF,FW",1,1571,0.237647348709284
"246",0.120334012465912,0.177148032941564,0.338592309684025,"Kike Pérez","Venezia","Serie A","MF",1,1191,0.237514888317698
"247",0.211763245720573,0.298531882078312,0.217030042418671,"Alessandro Deiola","Cagliari","Serie A","MF",1,1432,0.236003386200105
"248",0.329719053494609,0.279746778219866,0.0887782561212203,"Máximo Perrone","Como","Serie A","MF",2,1857,0.235953490726398
"249",0.20041906720841,0.0872697832414222,0.331581369581749,"Giovanni Leoni","Parma","Serie A","DF",1,1199,0.233907271553205
"250",0.0284599633948342,0.163232012082494,0.388909101690695,"Ivan Ilić","Torino","Serie A","MF",1,920,0.232248229955603
"251",0.164886314664903,0.322786868557032,0.222648096371475,"Danilo D'Ambrosio","Monza","Serie A","DF",1,1095,0.231719731852358
"252",0.143540920274048,0.162135567342618,0.319142731060335,"Davide Frattesi","Inter","Serie A","MF",1,1225,0.231021001459638
"253",0.272602191162901,0.251309291642279,0.162858404515387,"Leandro Paredes","Roma","Serie A","MF",2,1373,0.230293556901998
"254",0.165772813050434,0.260488768899056,0.249269070436478,"Piotr Zieliński","Inter","Serie A","MF",1,980,0.22890039182616
"255",0.0997408095454376,0.245611787912667,0.295224083830322,"Nicolò Fagioli","Fiorentina","Serie A","MF",1,962,0.228510453401439
"256",0.181526023088774,0.224262046082662,0.258362251853141,"Gvidas Gineitis","Torino","Serie A","MF",1,1430,0.228479235733211
"257",0.126634629121731,0.329489631950278,0.232444925677718,"Răzvan Marin","Cagliari","Serie A","MF",1,1406,0.22740058076234
"258",0.400484915677403,0.150088565227462,0.0850155892434506,"Alessandro Bianco","Monza","Serie A","MF",2,2600,0.227366352223076
"259",0.190475017830338,0.256094744622524,0.232458699464692,"Ridgeciano Haps","Venezia","Serie A","DF",1,1369,0.22672881535027
"260",0.259393517748133,0.147971528690234,0.251199511530624,"Alberto Moreno","Como","Serie A","DF",2,1727,0.226337478899749
"261",0.15315274399257,0.218919569276157,0.271459890186657,"Niccolò Pisilli","Roma","Serie A","MF",1,1227,0.225439257342463
"262",0.161392800237404,0.317302615165856,0.209157745843749,"Martín Payero","Udinese","Serie A","MF",1,1381,0.223012334490619
